setting,es,group,centile,rank,final.rank,effective.group
outpatient,2.49,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.5,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.51,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.52,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.53,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.54,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.55,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.56,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.57,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.58,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.59,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.6,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.61,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.62,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.63,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.64,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.65,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.66,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.67,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.68,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.69,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.7,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.71,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.72,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.73,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.74,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.75,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.76,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.77,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.78,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.79,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.8,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.81,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.82,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.83,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.84,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.85,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.86,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.87,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.88,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.89,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.9,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.91,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.92,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.93,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.94,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.95,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.96,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.97,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.98,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.99,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.01,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.02,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.03,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.04,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.05,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.06,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.07,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.08,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.09,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.1,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.11,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.12,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.13,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.14,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.15,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.16,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.17,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.18,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.19,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.2,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.21,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.22,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.23,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.24,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.25,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.26,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.27,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.28,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.29,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.3,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.31,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.32,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.33,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.34,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.35,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.36,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.37,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.38,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.39,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.4,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.41,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.42,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.43,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.44,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.45,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.46,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.47,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.48,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.49,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.5,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.51,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.52,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.53,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.54,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.55,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.56,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.57,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.58,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.59,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.6,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.61,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.62,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.63,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.64,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.65,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.66,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.67,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.68,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.69,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.7,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.71,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.72,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.73,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.74,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.75,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.76,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.77,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.78,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.79,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.8,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.81,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.82,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.83,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.84,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.85,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.86,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.87,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.88,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.89,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.9,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.91,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.92,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.93,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.94,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.95,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.96,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.97,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.98,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,3.99,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.01,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.02,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.03,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.04,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.05,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.06,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.07,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.08,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.09,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.1,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.11,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.12,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.13,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.14,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.15,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.16,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.17,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.18,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.19,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.2,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.21,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.22,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.23,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.24,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.25,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.26,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.27,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.28,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.29,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.3,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.31,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.32,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.33,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.34,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.35,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.36,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.37,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.38,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.39,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.4,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.41,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.42,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.43,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.44,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.45,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,4.46,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
